artist_id,Ds,helpper,song_init_plays
023406156015ef87f99521f3b343f71f,2015-05-13,575,1007703.83652
023406156015ef87f99521f3b343f71f,2015-05-14,807,864429.350682
023406156015ef87f99521f3b343f71f,2015-05-15,761,936052.212878
023406156015ef87f99521f3b343f71f,2015-05-16,668,790055.670659
023406156015ef87f99521f3b343f71f,2015-05-17,782,828066.28133
023406156015ef87f99521f3b343f71f,2015-05-18,550,953519.861818
023406156015ef87f99521f3b343f71f,2015-05-19,533,1013932.5591
023406156015ef87f99521f3b343f71f,2015-05-20,598,938528.503344
023406156015ef87f99521f3b343f71f,2015-05-21,507,895662.169625
023406156015ef87f99521f3b343f71f,2015-05-22,656,855076.817073
023406156015ef87f99521f3b343f71f,2015-05-23,480,1073528.14583
023406156015ef87f99521f3b343f71f,2015-05-24,476,1010941.22269
023406156015ef87f99521f3b343f71f,2015-05-25,500,870774.224
023406156015ef87f99521f3b343f71f,2015-05-26,630,836246.27619
023406156015ef87f99521f3b343f71f,2015-05-27,406,951194.26601
023406156015ef87f99521f3b343f71f,2015-05-28,521,913579.547025
023406156015ef87f99521f3b343f71f,2015-05-29,506,881912.134387
023406156015ef87f99521f3b343f71f,2015-05-30,513,953630.023392
023406156015ef87f99521f3b343f71f,2015-05-31,507,922571.065089
023406156015ef87f99521f3b343f71f,2015-06-01,540,966545.15
023406156015ef87f99521f3b343f71f,2015-06-02,483,981347.610766
023406156015ef87f99521f3b343f71f,2015-06-03,500,949803.388
023406156015ef87f99521f3b343f71f,2015-06-04,518,912021.700772
023406156015ef87f99521f3b343f71f,2015-06-05,491,942064.136456
023406156015ef87f99521f3b343f71f,2015-06-06,408,925028.272059
023406156015ef87f99521f3b343f71f,2015-06-07,446,954720.235426
023406156015ef87f99521f3b343f71f,2015-06-08,506,879399.91502
023406156015ef87f99521f3b343f71f,2015-06-09,589,777763.870968
023406156015ef87f99521f3b343f71f,2015-06-10,455,940173.778022
023406156015ef87f99521f3b343f71f,2015-06-11,541,871887.171904
023406156015ef87f99521f3b343f71f,2015-06-12,447,977695.646532
023406156015ef87f99521f3b343f71f,2015-06-13,434,911406.25576
023406156015ef87f99521f3b343f71f,2015-06-14,437,757504.842105
023406156015ef87f99521f3b343f71f,2015-06-15,471,856774.895966
023406156015ef87f99521f3b343f71f,2015-06-16,361,854115.833795
023406156015ef87f99521f3b343f71f,2015-06-17,519,862126.815029
023406156015ef87f99521f3b343f71f,2015-06-18,464,1036693.92672
023406156015ef87f99521f3b343f71f,2015-06-19,432,882114.162037
023406156015ef87f99521f3b343f71f,2015-06-20,430,785171.762791
023406156015ef87f99521f3b343f71f,2015-06-21,556,759978.411871
023406156015ef87f99521f3b343f71f,2015-06-22,424,911067.808962
023406156015ef87f99521f3b343f71f,2015-06-23,456,922809.835526
023406156015ef87f99521f3b343f71f,2015-06-24,544,751149.637868
023406156015ef87f99521f3b343f71f,2015-06-25,494,750654.465587
023406156015ef87f99521f3b343f71f,2015-06-26,501,753418.107784
023406156015ef87f99521f3b343f71f,2015-06-27,449,825145.663697
023406156015ef87f99521f3b343f71f,2015-06-28,444,830332.222973
023406156015ef87f99521f3b343f71f,2015-06-29,441,748087.031746
023406156015ef87f99521f3b343f71f,2015-06-30,473,776945.439746
023406156015ef87f99521f3b343f71f,2015-07-01,488,792449.647541
023406156015ef87f99521f3b343f71f,2015-07-02,618,832417.446602
023406156015ef87f99521f3b343f71f,2015-07-03,423,766568.858156
023406156015ef87f99521f3b343f71f,2015-07-04,421,770272.534442
023406156015ef87f99521f3b343f71f,2015-07-05,466,738939.416309
023406156015ef87f99521f3b343f71f,2015-07-06,477,790503.792453
023406156015ef87f99521f3b343f71f,2015-07-07,477,719004.819706
023406156015ef87f99521f3b343f71f,2015-07-08,464,1070257.91164
023406156015ef87f99521f3b343f71f,2015-07-09,465,779061.23871
023406156015ef87f99521f3b343f71f,2015-07-10,395,832383.096203
023406156015ef87f99521f3b343f71f,2015-07-11,467,689807.567452
023406156015ef87f99521f3b343f71f,2015-07-12,446,734048.495516
023406156015ef87f99521f3b343f71f,2015-07-13,468,745631.166667
023406156015ef87f99521f3b343f71f,2015-07-14,538,798439.802974
023406156015ef87f99521f3b343f71f,2015-07-15,473,672950.826638
023406156015ef87f99521f3b343f71f,2015-07-16,501,828912.173653
023406156015ef87f99521f3b343f71f,2015-07-17,600,685709.15
023406156015ef87f99521f3b343f71f,2015-07-18,393,902793.56743
023406156015ef87f99521f3b343f71f,2015-07-19,380,741900.355263
023406156015ef87f99521f3b343f71f,2015-07-20,364,824679.901099
023406156015ef87f99521f3b343f71f,2015-07-21,333,950101.603604
023406156015ef87f99521f3b343f71f,2015-07-22,409,816032.613692
023406156015ef87f99521f3b343f71f,2015-07-23,471,710165.418259
023406156015ef87f99521f3b343f71f,2015-07-24,407,904589.771499
023406156015ef87f99521f3b343f71f,2015-07-25,364,758606.78022
023406156015ef87f99521f3b343f71f,2015-07-26,416,761466.514423
023406156015ef87f99521f3b343f71f,2015-07-27,434,749337.730415
023406156015ef87f99521f3b343f71f,2015-07-28,455,764074.758242
023406156015ef87f99521f3b343f71f,2015-07-29,448,815833.537946
023406156015ef87f99521f3b343f71f,2015-07-30,692,770639.209538
023406156015ef87f99521f3b343f71f,2015-07-31,592,712228.038851
023406156015ef87f99521f3b343f71f,2015-08-01,598,723002.289298
023406156015ef87f99521f3b343f71f,2015-08-02,461,743360.136659
023406156015ef87f99521f3b343f71f,2015-08-03,555,683787.394595
023406156015ef87f99521f3b343f71f,2015-08-04,743,666970.222073
023406156015ef87f99521f3b343f71f,2015-08-05,481,812384.170478
023406156015ef87f99521f3b343f71f,2015-08-06,683,722895.175695
023406156015ef87f99521f3b343f71f,2015-08-07,570,689370.614035
023406156015ef87f99521f3b343f71f,2015-08-08,465,779672.754839
023406156015ef87f99521f3b343f71f,2015-08-09,546,626957.001832
023406156015ef87f99521f3b343f71f,2015-08-10,503,667197.39165
023406156015ef87f99521f3b343f71f,2015-08-11,530,662253.413208
023406156015ef87f99521f3b343f71f,2015-08-12,442,802619.334842
023406156015ef87f99521f3b343f71f,2015-08-13,452,822453.716814
023406156015ef87f99521f3b343f71f,2015-08-14,566,676848.409894
023406156015ef87f99521f3b343f71f,2015-08-15,411,681409.457421
023406156015ef87f99521f3b343f71f,2015-08-16,444,734564.995495
023406156015ef87f99521f3b343f71f,2015-08-17,449,723928.211581
023406156015ef87f99521f3b343f71f,2015-08-18,493,753215.01217
023406156015ef87f99521f3b343f71f,2015-08-19,582,773495.553265
023406156015ef87f99521f3b343f71f,2015-08-20,581,753433.437177
023406156015ef87f99521f3b343f71f,2015-08-21,512,808410.367188
023406156015ef87f99521f3b343f71f,2015-08-22,503,701297.151093
023406156015ef87f99521f3b343f71f,2015-08-23,470,823142.46383
023406156015ef87f99521f3b343f71f,2015-08-24,525,681638.28
023406156015ef87f99521f3b343f71f,2015-08-25,599,725475.30384
023406156015ef87f99521f3b343f71f,2015-08-26,385,733455.197403
023406156015ef87f99521f3b343f71f,2015-08-27,493,783096.580122
023406156015ef87f99521f3b343f71f,2015-08-28,466,746671.238197
023406156015ef87f99521f3b343f71f,2015-08-29,463,677094.721382
023406156015ef87f99521f3b343f71f,2015-08-30,520,702559.453846
025943df23acf5d3863b35fa6e0d79ec,2015-03-01,123,419939.715447
025943df23acf5d3863b35fa6e0d79ec,2015-03-02,91,381944.978022
025943df23acf5d3863b35fa6e0d79ec,2015-03-03,104,343286.721154
025943df23acf5d3863b35fa6e0d79ec,2015-03-04,288,455362.96875
025943df23acf5d3863b35fa6e0d79ec,2015-03-05,268,322768.731343
025943df23acf5d3863b35fa6e0d79ec,2015-03-06,127,338426.047244
025943df23acf5d3863b35fa6e0d79ec,2015-03-07,198,242946.176768
025943df23acf5d3863b35fa6e0d79ec,2015-03-08,164,328287.518293
025943df23acf5d3863b35fa6e0d79ec,2015-03-09,115,338671.130435
025943df23acf5d3863b35fa6e0d79ec,2015-03-10,115,350867.113043
025943df23acf5d3863b35fa6e0d79ec,2015-03-11,117,376894.991453
025943df23acf5d3863b35fa6e0d79ec,2015-03-12,145,361810.041379
025943df23acf5d3863b35fa6e0d79ec,2015-03-13,148,367983.148649
025943df23acf5d3863b35fa6e0d79ec,2015-03-14,255,320487.870588
025943df23acf5d3863b35fa6e0d79ec,2015-03-15,183,255312.032787
025943df23acf5d3863b35fa6e0d79ec,2015-03-16,182,277411.554945
025943df23acf5d3863b35fa6e0d79ec,2015-03-17,194,221413.56701
025943df23acf5d3863b35fa6e0d79ec,2015-03-18,265,231959.550943
025943df23acf5d3863b35fa6e0d79ec,2015-03-19,134,293448.014925
025943df23acf5d3863b35fa6e0d79ec,2015-03-20,210,243628.414286
025943df23acf5d3863b35fa6e0d79ec,2015-03-21,185,260730.064865
025943df23acf5d3863b35fa6e0d79ec,2015-03-22,224,250725.339286
025943df23acf5d3863b35fa6e0d79ec,2015-03-23,235,251447.53617
025943df23acf5d3863b35fa6e0d79ec,2015-03-24,142,335964.5
025943df23acf5d3863b35fa6e0d79ec,2015-03-25,146,258364.835616
025943df23acf5d3863b35fa6e0d79ec,2015-03-26,216,182791.12963
025943df23acf5d3863b35fa6e0d79ec,2015-03-27,230,214594.730435
025943df23acf5d3863b35fa6e0d79ec,2015-03-28,409,151780.408313
025943df23acf5d3863b35fa6e0d79ec,2015-03-29,235,209320.319149
025943df23acf5d3863b35fa6e0d79ec,2015-03-30,319,213396.592476
025943df23acf5d3863b35fa6e0d79ec,2015-03-31,246,288202.662602
025943df23acf5d3863b35fa6e0d79ec,2015-04-01,223,353101.363229
025943df23acf5d3863b35fa6e0d79ec,2015-04-02,252,266371.920635
025943df23acf5d3863b35fa6e0d79ec,2015-04-03,264,264138.659091
025943df23acf5d3863b35fa6e0d79ec,2015-04-04,257,188320.494163
025943df23acf5d3863b35fa6e0d79ec,2015-04-05,221,262181.280543
025943df23acf5d3863b35fa6e0d79ec,2015-04-06,326,224516.021472
025943df23acf5d3863b35fa6e0d79ec,2015-04-07,262,348463.69084
025943df23acf5d3863b35fa6e0d79ec,2015-04-08,269,316273.862454
025943df23acf5d3863b35fa6e0d79ec,2015-04-09,281,196219.932384
025943df23acf5d3863b35fa6e0d79ec,2015-04-10,369,270256.03523
025943df23acf5d3863b35fa6e0d79ec,2015-04-11,584,310451.553082
025943df23acf5d3863b35fa6e0d79ec,2015-04-12,509,260959.573674
025943df23acf5d3863b35fa6e0d79ec,2015-04-13,829,295622.352232
025943df23acf5d3863b35fa6e0d79ec,2015-04-14,449,332788.438753
025943df23acf5d3863b35fa6e0d79ec,2015-04-15,601,413764.356073
025943df23acf5d3863b35fa6e0d79ec,2015-04-16,377,371500.888594
025943df23acf5d3863b35fa6e0d79ec,2015-04-17,530,281546.964151
025943df23acf5d3863b35fa6e0d79ec,2015-04-18,265,325345.6
025943df23acf5d3863b35fa6e0d79ec,2015-04-19,411,282974.927007
025943df23acf5d3863b35fa6e0d79ec,2015-04-20,517,343287.851064
025943df23acf5d3863b35fa6e0d79ec,2015-04-21,396,296904.146465
025943df23acf5d3863b35fa6e0d79ec,2015-04-22,407,345999.503686
025943df23acf5d3863b35fa6e0d79ec,2015-04-23,370,297219.443243
025943df23acf5d3863b35fa6e0d79ec,2015-04-24,345,233876.915942
025943df23acf5d3863b35fa6e0d79ec,2015-04-25,291,286434.412371
025943df23acf5d3863b35fa6e0d79ec,2015-04-26,261,372590.885057
025943df23acf5d3863b35fa6e0d79ec,2015-04-27,480,197109.416667
025943df23acf5d3863b35fa6e0d79ec,2015-04-28,543,243341.285451
025943df23acf5d3863b35fa6e0d79ec,2015-04-29,685,206162.69927
025943df23acf5d3863b35fa6e0d79ec,2015-04-30,515,178388.07767
025943df23acf5d3863b35fa6e0d79ec,2015-05-01,277,244744.750903
025943df23acf5d3863b35fa6e0d79ec,2015-05-02,328,202331.228659
025943df23acf5d3863b35fa6e0d79ec,2015-05-03,437,273834.695652
025943df23acf5d3863b35fa6e0d79ec,2015-05-04,413,217423.506053
025943df23acf5d3863b35fa6e0d79ec,2015-05-05,389,240808.624679
025943df23acf5d3863b35fa6e0d79ec,2015-05-06,464,303734.622845
025943df23acf5d3863b35fa6e0d79ec,2015-05-07,325,238535.88
025943df23acf5d3863b35fa6e0d79ec,2015-05-08,277,305794.487365
025943df23acf5d3863b35fa6e0d79ec,2015-05-09,483,171031.561077
025943df23acf5d3863b35fa6e0d79ec,2015-05-10,254,306136.34252
025943df23acf5d3863b35fa6e0d79ec,2015-05-11,285,230707.021053
025943df23acf5d3863b35fa6e0d79ec,2015-05-12,245,349201.836735
025943df23acf5d3863b35fa6e0d79ec,2015-05-13,293,334663.87372
025943df23acf5d3863b35fa6e0d79ec,2015-05-14,515,184733.398058
025943df23acf5d3863b35fa6e0d79ec,2015-05-15,476,239014.915966
025943df23acf5d3863b35fa6e0d79ec,2015-05-16,422,195691.665877
025943df23acf5d3863b35fa6e0d79ec,2015-05-17,437,245730.407323
025943df23acf5d3863b35fa6e0d79ec,2015-05-18,217,319591.304147
025943df23acf5d3863b35fa6e0d79ec,2015-05-19,285,344961.449123
025943df23acf5d3863b35fa6e0d79ec,2015-05-20,423,463781.943262
025943df23acf5d3863b35fa6e0d79ec,2015-05-21,551,315263.733212
025943df23acf5d3863b35fa6e0d79ec,2015-05-22,344,332887.101744
025943df23acf5d3863b35fa6e0d79ec,2015-05-23,354,419655.403955
025943df23acf5d3863b35fa6e0d79ec,2015-05-24,281,416028.88968
025943df23acf5d3863b35fa6e0d79ec,2015-05-25,260,373884.042308
025943df23acf5d3863b35fa6e0d79ec,2015-05-26,307,341078.166124
025943df23acf5d3863b35fa6e0d79ec,2015-05-27,498,275941.771084
025943df23acf5d3863b35fa6e0d79ec,2015-05-28,355,283699.487324
025943df23acf5d3863b35fa6e0d79ec,2015-05-29,411,259551.257908
025943df23acf5d3863b35fa6e0d79ec,2015-05-30,374,255519.315508
025943df23acf5d3863b35fa6e0d79ec,2015-05-31,497,221405.935614
025943df23acf5d3863b35fa6e0d79ec,2015-06-01,235,347797.714894
025943df23acf5d3863b35fa6e0d79ec,2015-06-02,364,303239.447802
025943df23acf5d3863b35fa6e0d79ec,2015-06-03,419,295067.556086
025943df23acf5d3863b35fa6e0d79ec,2015-06-04,367,214404.092643
025943df23acf5d3863b35fa6e0d79ec,2015-06-05,237,403433.164557
025943df23acf5d3863b35fa6e0d79ec,2015-06-06,440,207271.275
025943df23acf5d3863b35fa6e0d79ec,2015-06-07,339,272418.486726
025943df23acf5d3863b35fa6e0d79ec,2015-06-08,424,318941.856132
025943df23acf5d3863b35fa6e0d79ec,2015-06-09,311,275714.848875
025943df23acf5d3863b35fa6e0d79ec,2015-06-10,345,345596.049275
025943df23acf5d3863b35fa6e0d79ec,2015-06-11,248,345732.552419
025943df23acf5d3863b35fa6e0d79ec,2015-06-12,283,311770.208481
025943df23acf5d3863b35fa6e0d79ec,2015-06-13,253,334582.529644
025943df23acf5d3863b35fa6e0d79ec,2015-06-14,254,319902.322835
025943df23acf5d3863b35fa6e0d79ec,2015-06-15,336,339371.318452
025943df23acf5d3863b35fa6e0d79ec,2015-06-16,225,342232.293333
025943df23acf5d3863b35fa6e0d79ec,2015-06-17,284,365798.711268
025943df23acf5d3863b35fa6e0d79ec,2015-06-18,236,337978.152542
025943df23acf5d3863b35fa6e0d79ec,2015-06-19,240,378191.441667
025943df23acf5d3863b35fa6e0d79ec,2015-06-20,301,216323.910299
025943df23acf5d3863b35fa6e0d79ec,2015-06-21,205,331842.229268
025943df23acf5d3863b35fa6e0d79ec,2015-06-22,213,294293.295775
025943df23acf5d3863b35fa6e0d79ec,2015-06-23,264,303562.17803
025943df23acf5d3863b35fa6e0d79ec,2015-06-24,296,396576.969595
025943df23acf5d3863b35fa6e0d79ec,2015-06-25,267,261004.314607
025943df23acf5d3863b35fa6e0d79ec,2015-06-26,206,344958.815534
025943df23acf5d3863b35fa6e0d79ec,2015-06-27,186,326089.946237
025943df23acf5d3863b35fa6e0d79ec,2015-06-28,320,305282.275
025943df23acf5d3863b35fa6e0d79ec,2015-06-29,373,358226.042895
025943df23acf5d3863b35fa6e0d79ec,2015-06-30,277,299598.693141
025943df23acf5d3863b35fa6e0d79ec,2015-07-01,305,392782.911475
025943df23acf5d3863b35fa6e0d79ec,2015-07-02,347,319550.025937
025943df23acf5d3863b35fa6e0d79ec,2015-07-03,347,372994.054755
025943df23acf5d3863b35fa6e0d79ec,2015-07-04,417,141421.98801
025943df23acf5d3863b35fa6e0d79ec,2015-07-05,269,233939.613383
025943df23acf5d3863b35fa6e0d79ec,2015-07-06,218,354326.151376
025943df23acf5d3863b35fa6e0d79ec,2015-07-07,296,273109.625
025943df23acf5d3863b35fa6e0d79ec,2015-07-08,420,337788.511905
025943df23acf5d3863b35fa6e0d79ec,2015-07-09,332,241454.879518
025943df23acf5d3863b35fa6e0d79ec,2015-07-10,191,365746.005236
025943df23acf5d3863b35fa6e0d79ec,2015-07-11,178,313070.359551
025943df23acf5d3863b35fa6e0d79ec,2015-07-12,196,326401.979592
025943df23acf5d3863b35fa6e0d79ec,2015-07-13,153,320021.084967
025943df23acf5d3863b35fa6e0d79ec,2015-07-14,245,349872.444898
025943df23acf5d3863b35fa6e0d79ec,2015-07-15,254,393777.5
025943df23acf5d3863b35fa6e0d79ec,2015-07-16,196,365713.494898
025943df23acf5d3863b35fa6e0d79ec,2015-07-17,176,349059.454545
025943df23acf5d3863b35fa6e0d79ec,2015-07-18,198,299308.282828
025943df23acf5d3863b35fa6e0d79ec,2015-07-19,209,318203.660287
025943df23acf5d3863b35fa6e0d79ec,2015-07-20,218,333460.857798
025943df23acf5d3863b35fa6e0d79ec,2015-07-21,180,357975.894444
025943df23acf5d3863b35fa6e0d79ec,2015-07-22,271,371274.490775
025943df23acf5d3863b35fa6e0d79ec,2015-07-23,180,326672.877778
025943df23acf5d3863b35fa6e0d79ec,2015-07-24,196,403375.811224
025943df23acf5d3863b35fa6e0d79ec,2015-07-25,230,367726.104348
025943df23acf5d3863b35fa6e0d79ec,2015-07-26,276,262072.536232
025943df23acf5d3863b35fa6e0d79ec,2015-07-27,253,322430.047431
025943df23acf5d3863b35fa6e0d79ec,2015-07-28,284,292118.045775
025943df23acf5d3863b35fa6e0d79ec,2015-07-29,257,411624.490272
025943df23acf5d3863b35fa6e0d79ec,2015-07-30,217,333128.506912
025943df23acf5d3863b35fa6e0d79ec,2015-07-31,615,270608.02439
025943df23acf5d3863b35fa6e0d79ec,2015-08-01,512,248358.376953
025943df23acf5d3863b35fa6e0d79ec,2015-08-02,442,229019.936652
025943df23acf5d3863b35fa6e0d79ec,2015-08-03,339,335113.011799
025943df23acf5d3863b35fa6e0d79ec,2015-08-04,426,273722.258216
025943df23acf5d3863b35fa6e0d79ec,2015-08-05,419,368441.448687
025943df23acf5d3863b35fa6e0d79ec,2015-08-06,291,325028.728522
025943df23acf5d3863b35fa6e0d79ec,2015-08-07,305,393151.822951
025943df23acf5d3863b35fa6e0d79ec,2015-08-08,360,288848.216667
025943df23acf5d3863b35fa6e0d79ec,2015-08-09,297,293585.814815
025943df23acf5d3863b35fa6e0d79ec,2015-08-10,201,313412.865672
025943df23acf5d3863b35fa6e0d79ec,2015-08-11,277,358801.090253
025943df23acf5d3863b35fa6e0d79ec,2015-08-12,333,369188.492492
025943df23acf5d3863b35fa6e0d79ec,2015-08-13,272,316029.617647
025943df23acf5d3863b35fa6e0d79ec,2015-08-14,277,382935.00361
025943df23acf5d3863b35fa6e0d79ec,2015-08-15,242,365479.161157
025943df23acf5d3863b35fa6e0d79ec,2015-08-16,237,342217.92827
025943df23acf5d3863b35fa6e0d79ec,2015-08-17,221,329525.877828
025943df23acf5d3863b35fa6e0d79ec,2015-08-18,401,221259.523691
025943df23acf5d3863b35fa6e0d79ec,2015-08-19,349,325535.555874
025943df23acf5d3863b35fa6e0d79ec,2015-08-20,306,328248.601307
025943df23acf5d3863b35fa6e0d79ec,2015-08-21,317,319558.637224
025943df23acf5d3863b35fa6e0d79ec,2015-08-22,257,319408.828794
025943df23acf5d3863b35fa6e0d79ec,2015-08-23,260,324683.626923
025943df23acf5d3863b35fa6e0d79ec,2015-08-24,274,312830.693431
025943df23acf5d3863b35fa6e0d79ec,2015-08-25,385,273461.293506
025943df23acf5d3863b35fa6e0d79ec,2015-08-26,332,445017.987952
025943df23acf5d3863b35fa6e0d79ec,2015-08-27,268,338181.940299
025943df23acf5d3863b35fa6e0d79ec,2015-08-28,349,372636.931232
025943df23acf5d3863b35fa6e0d79ec,2015-08-29,240,368123.2125
025943df23acf5d3863b35fa6e0d79ec,2015-08-30,318,324046.990566
03c6699ea836decbc5c8fc2dbae7bd3b,2015-03-01,511,157710.387476
03c6699ea836decbc5c8fc2dbae7bd3b,2015-03-02,400,169074.1075
03c6699ea836decbc5c8fc2dbae7bd3b,2015-03-03,401,151886.837905
03c6699ea836decbc5c8fc2dbae7bd3b,2015-03-04,7166,32223.7320681
03c6699ea836decbc5c8fc2dbae7bd3b,2015-03-05,10301,48045.7576934
03c6699ea836decbc5c8fc2dbae7bd3b,2015-03-06,4642,61672.3489875
03c6699ea836decbc5c8fc2dbae7bd3b,2015-03-07,3492,50339.6174112
03c6699ea836decbc5c8fc2dbae7bd3b,2015-03-08,3376,59894.930391
03c6699ea836decbc5c8fc2dbae7bd3b,2015-03-09,2712,55242.0903392
03c6699ea836decbc5c8fc2dbae7bd3b,2015-03-10,2505,42752.3057884
03c6699ea836decbc5c8fc2dbae7bd3b,2015-03-11,4987,27444.919992
03c6699ea836decbc5c8fc2dbae7bd3b,2015-03-12,5345,23857.3552853
03c6699ea836decbc5c8fc2dbae7bd3b,2015-03-13,4051,32423.3394224
03c6699ea836decbc5c8fc2dbae7bd3b,2015-03-14,2921,39503.6980486
03c6699ea836decbc5c8fc2dbae7bd3b,2015-03-15,2921,36663.3509072
03c6699ea836decbc5c8fc2dbae7bd3b,2015-03-16,2776,34827.0147695
03c6699ea836decbc5c8fc2dbae7bd3b,2015-03-17,3312,31668.0021135
03c6699ea836decbc5c8fc2dbae7bd3b,2015-03-18,4944,40604.5560275
03c6699ea836decbc5c8fc2dbae7bd3b,2015-03-19,4984,33662.6813804
03c6699ea836decbc5c8fc2dbae7bd3b,2015-03-20,5178,25498.1131711
03c6699ea836decbc5c8fc2dbae7bd3b,2015-03-21,4240,28599.4931604
03c6699ea836decbc5c8fc2dbae7bd3b,2015-03-22,4059,32939.5299335
03c6699ea836decbc5c8fc2dbae7bd3b,2015-03-23,3850,35023.7038961
03c6699ea836decbc5c8fc2dbae7bd3b,2015-03-24,3344,42074.4686005
03c6699ea836decbc5c8fc2dbae7bd3b,2015-03-25,5772,20948.4024602
